Timestamp,Latitude,Longitude,GHI,DNI,DHI,Tamb,RH,BP,Dew Point (°C),WS,Cloud Type,Solar Zenith Angle (°),Target_GHI_NextHour (W/m²)
1998-01-01 00:30:00,39.754942707601415,-104.92873866017597,341.5811181965044,380.3262357872262,72.64985780820297,11.91616458080955,35.72852761883314,1010.4822641895972,10.250311145542238,3.2789993342300687,Clear,72.81835166614938,383.3845059858211
1998-01-01 01:00:00,39.8322036597904,-105.03932413031995,177.7891752382438,300.1460839951025,-34.44615610128028,20.988742642197906,98.138222671215,1009.3565471050184,19.22809726459688,3.180613773615041,Cumulus,80.39515793361772,654.21117320106
1998-01-01 01:30:00,39.88051721807544,-104.73687539682368,383.3845059858211,349.1607329341942,136.4905840039873,25.183423416766253,39.95901351071451,1008.6984302351372,21.821218825955064,4.424295881791593,Clear,30.029383125088497,562.8026196853598
1998-01-01 02:00:00,39.87020925437007,-105.07554188929429,654.21117320106,215.09051948086204,502.1192083072052,13.275915348423164,67.85057850969766,1011.101320640108,11.042622286741612,2.27331593769465,Overcast,69.17304851921521,341.6912034784221
1998-01-01 02:30:00,39.73996160535714,-105.0100370577434,562.8026196853598,807.6057699932406,-8.260896802243906,16.16825907888494,56.3391170263024,1017.7520691297038,13.354326102879096,5.21901759489628,Cumulus,73.77506465818973,509.8418500570954
1998-01-01 03:30:00,39.74450458938529,-105.02133217697826,509.8418500570954,266.87446962025456,321.1331028630501,28.63529600206236,39.14071211296272,1005.7404682293604,26.07619410271948,2.094675660929993,Clear,28.68574475270315,133.61589309767072
1998-01-01 04:00:00,39.51524418998249,-104.85513605851509,278.1432856980199,77.32028484004849,223.4695879643462,27.90140290820118,61.23281242297392,1022.3919185587775,25.350014050446017,3.4540074261584777,Cumulus,37.62326305288898,400.2129415070028
1998-01-01 04:30:00,39.66768485049343,-104.9234363149152,133.61589309767072,690.7079964104307,-354.7884149839184,17.613148872486224,88.9727933407496,1019.2962172319286,16.78706454837951,3.5695972803940754,Stratus,54.83557593034329,375.2166244224597
1998-01-01 05:00:00,39.6601698989204,-105.11572340635452,400.2129415070028,829.6359714330551,-186.42827980959936,19.092774420573544,52.37001232774047,1016.5635196462608,17.773548246448716,5.523473820057245,Cirrus,54.60464865205346,269.3772601986535
1998-01-01 05:30:00,39.70198867038607,-105.07368542159952,375.2166244224597,261.32369085333346,190.43287053537068,11.981620418135345,64.07816528324066,1013.586314742974,10.01343902101678,2.1474902234949127,Clear,81.02639423070943,394.9543501350234
1998-01-01 06:00:00,39.79232782502701,-104.8565630389902,269.3772601986535,596.795471164367,-152.62086444309108,8.762685538823465,57.14317657227312,1013.5151541343268,5.300209331698161,2.5708289805071227,Cumulus,0.0,425.9391303779085
1998-01-01 06:30:00,39.67436240786974,-105.07099850263612,394.9543501350234,690.4779224551561,-93.2872710926166,25.50107310948109,40.54493054372465,1016.0439875519644,24.422847551534428,2.457936624005056,Stratus,59.23141095286073,729.8295642920534
1998-01-01 07:00:00,39.6087270670948,-104.879911376385,425.9391303779085,252.33991844176427,247.50786288367664,27.495034255966047,55.74077998232519,1013.754061675388,26.49393437233375,4.975864270807885,Clear,52.83235114205222,92.94685940041823
1998-01-01 07:30:00,39.80401108603469,-105.01720045803177,729.8295642920534,812.6449749692608,155.20279179411682,18.468348753185285,43.29456720497255,1013.1335049134932,16.571936638135565,2.580689324431801,Clear,83.25708960086047,203.23418686826585
1998-01-01 08:00:00,39.882298805718,-105.0392209742022,92.94685940041823,239.8293918891473,-76.6381299322438,19.44701037361284,41.60061424825322,1018.1757051452174,16.404438586248666,1.9284405689509967,Cirrus,25.134195892166964,464.9335575773375
1998-01-01 08:30:00,39.77633810026449,-104.94963486977797,203.23418686826585,674.779383224633,-273.9068908147483,-9.443991740440598,67.82338777879843,1009.5712802954612,-12.534004829567376,2.68496391228666,Cirrus,56.37022556777618,484.02251322927657
1998-01-01 09:00:00,39.8160015791817,-105.02230578656192,464.9335575773375,696.6586804203007,-27.67851952032902,24.57889976132485,46.45135300264875,1006.4503102340336,22.592032173458133,2.58117102745454,Cirrus,50.08170036373381,351.107377619203
1998-01-01 09:30:00,39.739920097696654,-104.87009622877372,484.02251322927657,815.9171826123422,-92.9180594825333,9.781960347444237,58.081400967875936,1018.8982376263776,7.372938026358561,3.5816168023115464,Cirrus,30.64301248299198,436.2149921811064
1998-01-01 10:00:00,39.80717244594214,-104.88186709057813,351.107377619203,718.9764322144529,-157.2857331129468,17.86787738723771,10.0,1024.0459583167449,18.26769559190344,3.6980976017253697,Overcast,90.0,518.4981750339292
1998-01-01 10:30:00,39.58116827137533,-104.95405094699852,436.2149921811064,659.0783628482536,-29.82378752222172,-3.250934653870136,33.86519847652832,1015.3532036604272,-3.974500327639052,2.3089914180602475,Cumulus,75.28667136973702,545.3807500948897
1998-01-01 11:00:00,39.7175652606896,-104.95150502389832,518.4981750339292,386.8576179983641,244.94852999361095,28.59258712357904,57.24849288622425,1013.782327679372,24.21551995468116,3.282895231002503,Cumulus,78.42009271517162,350.9759666094441
1998-01-01 11:30:00,39.60364379243266,-104.82330892168724,545.3807500948897,438.739277549443,235.1452317667917,29.26965772530592,37.61534974684905,1000.7579779793524,27.370831756607803,3.313107966470753,Clear,12.234240745683692,382.9966667077276
1998-01-01 12:00:00,39.825874184783046,-104.88801737169368,350.9759666094441,654.1146660835946,-111.55294945183988,16.097992144494068,64.137205013532,1024.0523048002606,14.617320512173809,2.0383368058513547,Clear,77.19809728921466,157.51433138333334
1998-01-01 12:30:00,39.76926877555032,-104.97832060384007,382.9966667077276,612.6669753777308,-50.22430619091733,22.043901151628845,56.396947387296464,1015.019196897268,19.579477153860843,1.2388939575304936,Cumulus,44.14698581686366,980.5477104327816
1998-01-01 13:00:00,39.79130749420267,-105.22555082605764,157.51433138333334,696.8801493365701,-335.2543478868493,15.07824580102154,41.03721289950509,1012.484105302314,12.978974005957715,3.315864231823064,Cirrus,83.02277239335498,230.18870648299227
1998-01-01 13:30:00,39.6695429394433,-105.06138997090056,980.5477104327816,378.5395695731636,712.8798138401608,4.011850255089541,38.7769612252248,1010.5161324982894,3.34224651711176,2.3762434848773344,Overcast,40.49076459992955,510.4782201213535
1998-01-01 14:00:00,39.82636408470268,-104.93546198496858,230.18870648299227,574.4175980547781,-175.9858723344299,6.562402616346132,50.35989153163524,1006.4847615656504,3.27211125763296,3.330829938188708,Stratus,70.69563671262469,355.9932440188131
1998-01-01 14:30:00,39.885052221130415,-105.00909141216046,510.4782201213535,59.725472374686206,468.2459335956431,34.23202031828112,78.78538005148545,1011.4751819680054,31.389711737040155,3.5442062605608045,Cirrus,72.55344413154361,407.1071974340511
1998-01-01 15:00:00,39.71139643731401,-104.9542016892144,355.9932440188131,700.7309117503522,-139.4983354668932,-7.208597234904079,34.68521509039377,1010.9678589886408,-8.47806985338308,4.806991313368208,Clear,77.88346962700273,321.7911851547036
1998-01-01 15:30:00,39.68674007660952,-104.97963958855416,407.1071974340511,731.434965392522,-110.09542659194904,20.05239670003741,52.48680480535887,1005.2966469644414,16.54074771488001,3.7003091814639375,Overcast,53.88977491562471,541.9467125658097
1998-01-01 16:00:00,39.76067751272037,-104.87138083311484,321.7911851547036,50.37804179810644,286.1685301763632,-1.7487972639255638,71.7198290806851,1014.412968404248,-4.975161289014478,2.250211238710217,Overcast,61.112678305174654,388.54547204482384
1998-01-01 16:30:00,39.64283321523554,-104.99602421664316,541.9467125658097,672.3694409958341,66.50972137504709,23.907273323868544,45.52647091573728,1015.7811713534612,22.654921154909896,1.9984177966490109,Overcast,35.38977825681703,707.325307703017
1998-01-01 17:00:00,39.51919276072206,-105.13297522351932,388.54547204482384,522.6326808032668,18.98835937912952,7.340309294978383,68.14886417622583,1002.641867480554,6.462775714541161,1.872035898428436,Stratus,70.45832569336503,477.3266777749214
1998-01-01 17:30:00,39.6627062817782,-105.07163987381834,707.325307703017,581.2630375533691,296.3102721959388,36.6920014191528,34.884657171140404,1004.9129338819192,36.76075421520288,3.706253454445886,Cirrus,61.01906786467629,259.7717004785408
1998-01-01 18:00:00,39.736139595605394,-105.20965440411752,477.3266777749214,720.2970129895805,-32.00022457842573,8.598334055885005,33.2987935300428,1016.854447952754,6.895135371488205,1.806245288006608,Cirrus,83.85791993646266,361.7813343476761
1998-01-01 18:30:00,39.61628264608479,-105.07985214246168,259.7717004785408,574.1056281927827,-146.1822823339386,5.867389271004704,37.94578446947518,1013.8649719097152,2.4222814063662965,3.402897810376211,Cirrus,74.28871380001296,250.0048600157074
1998-01-01 19:00:00,39.72636725390523,-105.09754247106964,361.7813343476761,828.3562727863552,-223.9550033779693,24.50217650568014,87.89938137094266,1020.4696399084904,23.542674059173105,2.169292189758189,Cirrus,88.31237245381686,706.5073868404846
1998-01-01 19:30:00,39.83306742125941,-104.984671981072,250.0048600157074,83.76401034275926,190.77476028296223,7.366417759099382,57.09867622106846,1008.7816163138268,5.056436794464066,4.1132821417220375,Clear,61.89438972967603,294.45434231769656
1998-01-01 20:00:00,39.67182059788741,-105.0508185755558,706.5073868404846,476.0867292047423,369.86323218688784,5.747819964396575,65.8693848488308,1020.6740431976154,4.0929320313556445,4.344171774153597,Clear,90.0,141.80954459528795
1998-01-01 20:30:00,39.746666149660726,-104.98601338724052,294.45434231769656,648.6231383277242,-164.1914772283373,10.159121995490253,19.65099941654021,1014.7997378078028,9.337078468423622,1.907960470529301,Stratus,40.56764398143633,147.35531022768777
1998-01-01 21:00:00,39.66382730606562,-105.20122626393852,141.80954459528795,233.0008031854072,-22.946903359025583,25.31381505194018,72.98086839747255,1008.8394692902068,24.27672369718259,3.51438479235052,Overcast,90.0,220.55161765289145
1998-01-01 21:30:00,39.73598122701825,-105.13898167718672,147.35531022768777,267.8352390768881,-42.032803564300025,28.636175079472103,74.40784471179953,1017.2179454105,24.475862295861823,3.397575809386603,Cirrus,23.896072088605575,492.5832244859059
1998-01-01 22:00:00,39.73155764767683,-105.05181912170168,220.55161765289145,341.8798061541779,-21.193911629470136,16.012771229821837,90.09123488079732,1012.7809056429315,15.142803986267625,3.1945348230981443,Cirrus,90.0,220.19758977378285
1998-01-01 22:30:00,39.65849954582604,-104.96840957664617,492.5832244859059,539.4894523059382,111.10657438176042,15.516525603370532,96.31534236263522,1017.416357646672,12.49715288481196,0.9891103624952368,Cirrus,38.18580318525883,320.0316636770906
1998-01-01 23:00:00,39.73559389907262,-104.86389345266814,220.19758977378285,13.81867810109577,210.426308781464,5.776290386235223,18.064731153267665,1012.2884184475666,3.0569070686590734,2.305858273145148,Overcast,84.19744427017311,351.8317468566226
1998-01-01 23:30:00,39.63573347487239,-104.8373373571716,320.0316636770906,367.1025944437667,60.45092975472812,6.038602428347415,44.10904423977512,1009.8765922237828,4.757797424748574,1.4875523474581407,Cumulus,59.77597567942272,155.40064187929428
1998-01-02 00:00:00,39.73444321675987,-104.98794603380746,351.8317468566226,509.0468079444317,-8.118702982251193,16.4128358285706,41.24320074921573,1013.6083379843012,15.968669330122207,2.57733512030953,Cumulus,90.0,254.4051782884669
1998-01-02 00:30:00,39.44972192822437,-104.977103741117,155.40064187929428,335.7493492218003,-82.009999734411,31.74495884255251,61.71889343334527,1018.169715677383,28.69849446311162,3.494089432786719,Stratus,25.56471313290445,285.2039250069008
1998-01-02 01:00:00,39.90341657815442,-104.85925412617271,254.4051782884669,746.6784774375141,-273.57623647364585,5.205057157173753,22.927343778618532,1016.8687752142126,2.820013217769332,1.780127686446644,Clear,90.0,300.9072428560373
1998-01-02 01:30:00,39.839085307547855,-104.95052273563016,285.2039250069008,753.3653775327862,-247.5058421576959,8.009203249085353,27.59899526913341,1017.0439514776854,6.8099990351399935,3.2263081748215887,Stratus,46.78350287690533,524.9458966025521
1998-01-02 02:00:00,39.675360500930736,-104.96101836359117,300.9072428560373,711.5828100307754,-202.2577874925028,5.980612231969147,36.44583079488513,1016.7279066740203,3.75973849461809,3.7390320858890704,Cirrus,38.54614542238723,652.8601320043475
1998-01-02 02:30:00,39.78916473135881,-105.0729852096043,524.9458966025521,33.887338294679125,500.9839298980219,6.039654060870657,72.06915624341991,1011.0943221856776,3.529713250775956,2.7176710193317937,Overcast,90.0,361.2247908856567
