Timestamp,Latitude,Longitude,GHI (W/m²),DNI (W/m²),DHI (W/m²),Temp (°C),RH (%),Pressure (hPa),Dew Point (°C),Wind Speed (m/s),Cloud Type,Solar Zenith Angle (°),Target_GHI_NextHour (W/m²)
1998-01-01 00:30:00,39.754942707601415,-104.92873866017595,341.5811181965044,380.3262357872262,72.64985780820297,11.91616458080955,35.72852761883314,1010.4822641895972,10.250311145542238,3.2789993342300687,Clear,72.81835166614938,383.3845059858211
1998-01-01 01:00:00,39.832203659790395,-105.03932413031997,177.7891752382438,300.1460839951025,-34.44615610128028,20.988742642197906,98.138222671215,1009.3565471050185,19.228097264596876,3.180613773615041,Cumulus,80.39515793361772,654.21117320106
1998-01-01 01:30:00,39.88051721807544,-104.73687539682368,383.3845059858211,349.1607329341942,136.49058400398727,25.183423416766253,39.95901351071451,1008.6984302351372,21.821218825955064,4.424295881791593,Clear,30.029383125088497,562.8026196853598
1998-01-01 02:00:00,39.87020925437007,-105.07554188929429,654.21117320106,215.09051948086204,502.1192083072052,13.275915348423165,67.85057850969766,1011.101320640108,11.042622286741613,2.27331593769465,Overcast,69.17304851921521,341.69120347842215
1998-01-01 02:30:00,39.73996160535714,-105.0100370577434,562.8026196853598,807.6057699932406,-8.260896802243906,16.16825907888494,56.339117026302404,1017.7520691297038,13.354326102879096,5.21901759489628,Cumulus,73.77506465818973,509.8418500570954
1998-01-01 03:00:00,39.64550431679123,-104.9981255053587,341.69120347842215,899.612846542602,-294.4311407543847,48.611715052216674,54.40094550479391,1008.0870790846337,47.18842235163474,2.277953245348182,Cirrus,86.58371438072766,278.1432856980199
1998-01-01 03:30:00,39.74450458938529,-105.02133217697826,509.8418500570954,266.87446962025456,321.1331028630501,28.63529600206236,39.140712112962724,1005.7404682293603,26.07619410271948,2.094675660929993,Clear,28.68574475270315,133.61589309767072
1998-01-01 04:00:00,39.51524418998249,-104.85513605851509,278.1432856980199,77.32028484004849,223.4695879643462,27.90140290820118,61.232812422973915,1022.3919185587777,25.350014050446017,3.4540074261584777,Cumulus,37.62326305288898,400.21294150700277
1998-01-01 04:30:00,39.66768485049343,-104.9234363149152,133.61589309767072,690.7079964104307,-354.7884149839184,17.613148872486224,88.9727933407496,1019.2962172319286,16.78706454837951,3.5695972803940754,Stratus,54.83557593034329,375.21662442245974
1998-01-01 05:00:00,39.6601698989204,-105.11572340635453,400.21294150700277,829.6359714330551,-186.42827980959936,19.092774420573544,52.37001232774047,1016.5635196462607,17.773548246448716,5.523473820057245,Cirrus,54.60464865205346,269.3772601986535
1998-01-01 05:30:00,39.701988670386065,-105.07368542159952,375.21662442245974,261.32369085333346,190.43287053537068,11.981620418135345,64.07816528324066,1013.5863147429741,10.013439021016781,2.1474902234949127,Clear,81.02639423070943,394.9543501350234
1998-01-01 06:00:00,39.79232782502701,-104.85656303899019,269.3772601986535,596.795471164367,-152.62086444309108,8.762685538823465,57.14317657227312,1013.5151541343267,5.300209331698161,2.5708289805071227,Cumulus,0.0,425.9391303779085
1998-01-01 06:30:00,39.67436240786974,-105.07099850263613,394.9543501350234,690.4779224551561,-93.2872710926166,25.50107310948109,40.54493054372465,1016.0439875519643,24.422847551534428,2.4579366240050557,Stratus,59.23141095286073,729.8295642920534
1998-01-01 07:00:00,39.6087270670948,-104.879911376385,425.9391303779085,252.33991844176427,247.50786288367664,27.495034255966047,55.740779982325186,1013.7540616753879,26.49393437233375,4.975864270807885,Clear,52.83235114205222,92.94685940041825
1998-01-01 07:30:00,39.804011086034684,-105.01720045803175,729.8295642920534,812.6449749692608,155.20279179411682,18.468348753185285,43.29456720497255,1013.1335049134933,16.571936638135565,2.580689324431801,Clear,83.25708960086047,203.23418686826582
1998-01-01 08:00:00,39.882298805717994,-105.0392209742022,92.94685940041825,239.8293918891473,-76.6381299322438,19.447010373612837,41.60061424825322,1018.1757051452174,16.404438586248666,1.9284405689509971,Cirrus,25.134195892166964,464.9335575773375
1998-01-01 08:30:00,39.77633810026449,-104.94963486977795,203.23418686826582,674.779383224633,-273.9068908147483,-9.443991740440598,67.82338777879843,1009.5712802954613,-12.534004829567376,2.68496391228666,Cirrus,56.37022556777618,484.02251322927657
1998-01-01 09:00:00,39.8160015791817,-105.02230578656193,464.9335575773375,696.6586804203007,-27.67851952032902,24.57889976132485,46.45135300264875,1006.4503102340335,22.592032173458133,2.58117102745454,Cirrus,50.08170036373381,351.107377619203
1998-01-01 09:30:00,39.739920097696654,-104.87009622877373,484.02251322927657,815.9171826123422,-92.9180594825333,9.781960347444235,58.081400967875936,1018.8982376263777,7.372938026358561,3.5816168023115464,Cirrus,30.64301248299198,436.21499218110637
1998-01-01 10:00:00,39.80717244594214,-104.88186709057813,351.107377619203,718.9764322144529,-157.2857331129468,17.86787738723771,10.0,1024.0459583167449,18.267695591903436,3.6980976017253697,Overcast,90.0,518.4981750339292
1998-01-01 10:30:00,39.58116827137533,-104.95405094699852,436.21499218110637,659.0783628482536,-29.82378752222172,-3.250934653870136,33.86519847652832,1015.3532036604273,-3.974500327639052,2.3089914180602475,Cumulus,75.28667136973702,545.3807500948897
1998-01-01 11:00:00,39.7175652606896,-104.95150502389832,518.4981750339292,386.85761799836405,244.94852999361098,28.592587123579037,57.24849288622425,1013.7823276793721,24.215519954681156,3.282895231002503,Cumulus,78.42009271517162,350.9759666094441
1998-01-01 11:30:00,39.60364379243266,-104.82330892168724,545.3807500948897,438.739277549443,235.1452317667917,29.26965772530592,37.61534974684905,1000.7579779793523,27.370831756607803,3.3131079664707532,Clear,12.234240745683692,382.9966667077276
1998-01-01 12:00:00,39.825874184783046,-104.88801737169368,350.9759666094441,654.1146660835946,-111.55294945183988,16.097992144494068,64.137205013532,1024.0523048002606,14.617320512173807,2.0383368058513547,Clear,77.19809728921466,157.51433138333334
1998-01-01 12:30:00,39.76926877555032,-104.97832060384007,382.9966667077276,612.6669753777308,-50.22430619091733,22.043901151628845,56.396947387296464,1015.0191968972681,19.579477153860843,1.2388939575304936,Cumulus,44.14698581686366,980.5477104327816
1998-01-01 13:00:00,39.79130749420267,-105.22555082605763,157.51433138333334,696.8801493365701,-335.2543478868493,15.07824580102154,41.03721289950509,1012.4841053023141,12.978974005957715,3.315864231823064,Cirrus,83.02277239335498,230.18870648299227
1998-01-01 13:30:00,39.6695429394433,-105.06138997090056,980.5477104327816,378.5395695731636,712.8798138401608,4.011850255089541,38.776961225224795,1010.5161324982894,3.34224651711176,2.3762434848773344,Overcast,40.49076459992955,510.4782201213535
1998-01-01 14:00:00,39.82636408470268,-104.93546198496858,230.18870648299227,574.4175980547781,-175.9858723344299,6.562402616346132,50.35989153163524,1006.4847615656504,3.27211125763296,3.3308299381887077,Stratus,70.69563671262469,355.9932440188131
1998-01-01 14:30:00,39.885052221130415,-105.00909141216046,510.4782201213535,59.725472374686206,468.24593359564307,34.23202031828112,78.78538005148545,1011.4751819680054,31.389711737040155,3.5442062605608045,Cirrus,72.55344413154361,407.10719743405105
1998-01-01 15:00:00,39.71139643731401,-104.9542016892144,355.9932440188131,700.7309117503522,-139.4983354668932,-7.208597234904079,34.68521509039377,1010.9678589886408,-8.47806985338308,4.806991313368208,Clear,77.88346962700273,321.7911851547036
1998-01-01 15:30:00,39.68674007660952,-104.97963958855416,407.10719743405105,731.434965392522,-110.09542659194904,20.052396700037406,52.48680480535887,1005.2966469644414,16.54074771488001,3.7003091814639384,Overcast,53.889774915624706,541.9467125658097
1998-01-01 16:00:00,39.76067751272037,-104.87138083311483,321.7911851547036,50.37804179810644,286.1685301763632,-1.7487972639255638,71.7198290806851,1014.4129684042479,-4.975161289014478,2.250211238710217,Overcast,61.112678305174654,388.54547204482384
